time,latitude,longitude,rf
2016-08-25T00:00:00,18.5,72.5,1.5770535
2016-08-26T00:00:00,18.5,72.5,4.908723
2016-08-27T00:00:00,18.5,72.5,95.63822
2016-08-28T00:00:00,18.5,72.5,54.503384
2016-08-29T00:00:00,18.5,72.5,33.608456
2016-08-30T00:00:00,18.5,72.5,2.9098756
2016-08-31T00:00:00,18.5,72.5,0.0
2016-09-01T00:00:00,18.5,72.5,1.503398
2016-09-02T00:00:00,18.5,72.5,7.255487
2016-09-03T00:00:00,18.5,72.5,6.0156875
2016-09-04T00:00:00,18.5,72.5,4.9850893
2016-09-05T00:00:00,18.5,72.5,0.0
2016-09-06T00:00:00,18.5,72.5,0.59214956
2016-09-07T00:00:00,18.5,72.5,0.2844767
2016-09-08T00:00:00,18.5,72.5,1.422092
2016-09-09T00:00:00,18.5,72.5,1.3901465
2016-09-10T00:00:00,18.5,72.5,0.59930485
2016-09-11T00:00:00,18.5,72.5,4.1087937
2016-09-12T00:00:00,18.5,72.5,0.6162204
2016-09-13T00:00:00,18.5,72.5,1.315397
2016-09-14T00:00:00,18.5,72.5,3.7048373
2016-09-15T00:00:00,18.5,72.5,34.223022
2016-09-16T00:00:00,18.5,72.5,42.508045
2016-09-17T00:00:00,18.5,72.5,70.51333
2016-09-18T00:00:00,18.5,72.5,72.16003
2016-09-19T00:00:00,18.5,72.5,19.8686
2016-09-20T00:00:00,18.5,72.5,15.027808
2016-09-21T00:00:00,18.5,72.5,47.87504
2016-09-22T00:00:00,18.5,72.5,98.72583
2016-09-23T00:00:00,18.5,72.5,72.29402
2016-09-24T00:00:00,18.5,72.5,165.37074
2016-09-25T00:00:00,18.5,72.5,4.8992777
2016-09-26T00:00:00,18.5,72.5,13.454328
2016-09-27T00:00:00,18.5,72.5,0.65906495
2016-09-28T00:00:00,18.5,72.5,1.0364816
2016-09-29T00:00:00,18.5,72.5,0.18965113
2016-09-30T00:00:00,18.5,72.5,0.18965113
